property,most_recent,six_month,one_year,five_year
Density(kg/m³),835.7,836.9,835.8,826.7
Gravity(°API),37.7,37.4,37.7,39.5
Sulphur(wt%),1.95,1.82,1.82,1.65
MicroCarbonResidue(wt%),0.1,0.13,0.11,0.18
Nickel(mg/kg),1.0,0.8,0.5,0.9
Vanadium(mg/kg),2.0,1.9,1.5,2.1
