property,most_recent,six_month,one_year,five_year
Density(kg/m³),868.4,835.9,838.8,859.8
Gravity(°API),31.3,37.8,37.2,33.0
Sulphur(wt%),1.71,1.54,1.49,1.41
MicroCarbonResidue(wt%),5.3,4.53,4.42,4.65
Sediment(ppmw),134.0,134.0,150.0,222.0
TotalAcidNumber(mgKOH/g),0.4,0.45,0.43,0.44
Salt(ptb),22.4,22.4,18.8,13.0
Nickel(mg/kg),20.8,23.2,19.7,16.7
Vanadium(mg/kg),44.9,57.2,48.9,37.3
