property,most_recent,six_month,one_year,five_year
Density(kg/m³),931.2,935.1,931.2,931.3
Gravity(°API),20.3,19.7,20.3,20.3
Sulphur(wt%),2.98,2.98,2.88,2.93
MicroCarbonResidue(wt%),9.1,9.44,9.22,9.39
Sediment(ppmw),156.0,161.0,211.0,174.0
TotalAcidNumber(mgKOH/g),0.82,0.89,0.86,0.96
Salt(ptb),15.2,11.9,11.4,11.5
Nickel(mg/kg),32.6,34.4,33.5,33.5
Vanadium(mg/kg),87.1,91.3,88.5,89.5
