property,most_recent,six_month,one_year,five_year
Density(kg/m³),929.6,929.6,929.6,929.9
Gravity(°API),20.6,20.6,20.6,20.5
Sulphur(wt%),3.50,3.50,3.50,3.25
MicroCarbonResidue(wt%),9.10,9.10,9.10,8.28
Sediment(ppmw),---,---,---,120.0
TotalAcidNumber(mgKOH/g),1.44,1.44,1.44,1.44
Salt(ptb),---,---,---,3.2
Nickel(mg/kg),52.3,52.3,52.3,51.6
Vanadium(mg/kg),144.0,144.0,144.0,139.3
