property,most_recent,six_month,one_year,five_year
Density(kg/m³),917.9,925.0,921.7,922.4
Gravity(°API),22.5,21.3,21.9,21.8
Sulphur(wt%),3.82,3.89,3.8,3.81
MicroCarbonResidue(wt%),10.3,10.57,10.37,10.33
Sediment(ppmw),98.0,90.0,72.0,78.0
TotalAcidNumber(mgKOH/g),1.51,1.56,1.48,1.58
Salt(ptb),3.9,3.4,3.2,3.9
Nickel(mg/kg),63.6,65.6,65.0,64.6
Vanadium(mg/kg),161.0,166.7,166.3,166.3
