property,most_recent,six_month,one_year,five_year
Density(kg/m³),857.2,856.2,859.3,852.0
Gravity(°API),33.4,33.6,33.0,34.5
Sulphur(wt%),2.02,1.96,1.89,1.69
MicroCarbonResidue(wt%),5.10,5.33,5.02,4.26
Sediment(ppmw),501,348,525,368
TotalAcidNumber(mgKOH/g),0.23,0.29,0.23,0.29
Salt(ptb),37.8,28.2,51.6,28.8
Nickel(mg/kg),16.2,20.0,18.6,15.0
Vanadium(mg/kg),35.4,44.5,41.1,34.4
Olefins(wt%),---,---,---,ND
