property,most_recent,six_month,one_year,five_year
Density(kg/m³),922.2,930.1,926.1,927.5
Gravity(°API),21.8,20.5,21.2,20.9
Sulphur(wt%),3.35,3.26,3.14,3.05
MicroCarbonResidue(wt%),9.70,10.03,9.74,10.26
Sediment(ppmw),---,175.0,238.0,257.0
TotalAcidNumber(mgKOH/g),0.99,1.05,0.98,1.04
Salt(ptb),---,17.3,16.4,11.7
Nickel(mg/kg),43.9,49.5,47.0,46.1
Vanadium(mg/kg),107.0,118.0,110.3,106.0
