property,most_recent,six_month,one_year,five_year
C3-(vol%),0.06,0.08,0.09,0.11
iC4iso-Butane(vol%),0.38,0.43,0.46,0.49
nC4n-Butane(vol%),1.08,1.18,1.25,1.33
iC5iso-Pentane(vol%),2.35,2.14,2.15,2.35
nC5n-Pentane(vol%),2.54,2.31,2.33,2.57
C6Hexanes(vol%),4.08,3.93,4.09,4.16
C7Heptanes(vol%),3.38,3.25,3.42,3.46
C8Octanes(vol%),3.07,3.04,3.21,3.15
C9Nonanes(vol%),2.23,2.33,2.55,2.46
C10Decanes(vol%),1.08,1.2,1.32,1.2
