property,most_recent,six_month,one_year,five_year
C3-(vol%),0.1,0.1,0.1,0.09
iC4iso-Butane(vol%),0.31,0.29,0.25,0.21
nC4n-Butane(vol%),0.74,0.69,0.6,0.47
iC5iso-Pentane(vol%),1.79,1.64,1.55,1.64
nC5n-Pentane(vol%),1.92,1.75,1.61,1.58
C6Hexanes(vol%),3.34,3.11,2.96,2.64
C7Heptanes(vol%),3.06,2.93,2.87,2.41
C8Octanes(vol%),2.88,2.79,2.79,2.26
C9Nonanes(vol%),2.31,2.32,2.38,1.99
C10Decanes(vol%),1.1,1.13,1.19,1.02
