property,most_recent,six_month,one_year,five_year
C3-(vol%),0.12,0.1,0.1,0.09
iC4iso-Butane(vol%),0.35,0.42,0.42,0.43
nC4n-Butane(vol%),1.35,1.57,1.55,1.54
iC5iso-Pentane(vol%),0.77,0.9,0.9,0.87
nC5n-Pentane(vol%),1.23,1.4,1.41,1.37
C6Hexanes(vol%),3.15,3.69,3.68,3.51
C7Heptanes(vol%),3.05,3.64,3.7,3.44
C8Octanes(vol%),3.91,4.53,4.61,4.23
C9Nonanes(vol%),3.68,4.13,4.06,3.78
C10Decanes(vol%),2.2,2.42,2.31,2.14
