property,most_recent,six_month,one_year,five_year
C3-(vol%),0.02,0.04,0.04,0.02
iC4iso-Butane(vol%),0.1,0.21,0.21,0.17
nC4n-Butane(vol%),0.43,0.74,0.74,0.55
iC5iso-Pentane(vol%),0.55,1.14,1.14,0.92
nC5n-Pentane(vol%),0.81,1.52,1.52,1.14
C6Hexanes(vol%),1.57,2.37,2.37,2.35
C7Heptanes(vol%),1.44,2.01,2.01,2.45
C8Octanes(vol%),1.77,2.17,2.17,3.0
C9Nonanes(vol%),1.51,1.87,1.87,2.51
C10Decanes(vol%),0.85,0.94,0.94,1.23
