property,most_recent,six_month,one_year,five_year
C3-(vol%),0.62,0.57,0.6,0.57
iC4iso-Butane(vol%),0.7,0.73,0.74,0.77
nC4n-Butane(vol%),2.53,2.6,2.64,2.86
iC5iso-Pentane(vol%),2.0,2.07,2.11,2.17
nC5n-Pentane(vol%),2.86,2.88,2.98,3.15
C6Hexanes(vol%),6.42,6.39,6.39,6.17
C7Heptanes(vol%),6.39,6.17,6.16,6.13
C8Octanes(vol%),6.76,6.62,6.55,5.78
C9Nonanes(vol%),5.06,5.04,4.94,4.34
C10Decanes(vol%),2.36,2.4,2.29,2.25
