property,most_recent,six_month,one_year,five_year
C3-(vol%),0.27,0.27,0.35,0.35
iC4iso-Butane(vol%),0.98,0.98,1.36,1.44
nC4n-Butane(vol%),3.4,3.4,3.63,3.12
iC5iso-Pentane(vol%),1.5,1.5,1.08,1.22
nC5n-Pentane(vol%),1.67,1.67,1.25,1.4
C6Hexanes(vol%),4.49,4.49,4.12,4.45
C7Heptanes(vol%),5.34,5.34,5.27,5.51
C8Octanes(vol%),5.77,5.77,5.8,5.97
C9Nonanes(vol%),5.15,5.15,5.03,5.1
C10Decanes(vol%),2.95,2.95,2.6,2.78
