property,most_recent,six_month,one_year,five_year
C3-(vol%),0.1,0.07,0.09,0.1
iC4iso-Butane(vol%),0.45,0.43,0.48,0.45
nC4n-Butane(vol%),1.26,1.17,1.3,1.19
iC5iso-Pentane(vol%),3.52,3.45,3.64,3.58
nC5n-Pentane(vol%),3.97,3.86,4.03,3.93
C6Hexanes(vol%),5.63,5.23,5.46,5.17
C7Heptanes(vol%),3.98,3.5,3.73,3.47
C8Octanes(vol%),2.65,2.28,2.61,2.47
C9Nonanes(vol%),1.5,1.33,1.49,1.4
C10Decanes(vol%),0.84,0.71,0.76,0.72
