property,most_recent,six_month,one_year,five_year
C3-(vol%),0.46,0.52,0.55,0.58
iC4iso-Butane(vol%),0.51,0.91,0.95,1.09
nC4n-Butane(vol%),1.66,2.58,2.68,3.06
iC5iso-Pentane(vol%),1.25,1.5,1.49,1.56
nC5n-Pentane(vol%),1.61,1.85,1.83,1.88
C6Hexanes(vol%),4.84,5.12,5.06,5.14
C7Heptanes(vol%),6.15,6.28,6.16,6.21
C8Octanes(vol%),6.68,6.91,6.67,6.76
C9Nonanes(vol%),6.07,6.18,5.82,5.98
C10Decanes(vol%),2.9,3.18,2.97,3.05
