property,most_recent,six_month,one_year,five_year
C3-(vol%),0.5,0.46,0.47,0.47
iC4iso-Butane(vol%),1.56,1.29,1.3,1.22
nC4n-Butane(vol%),3.42,2.84,2.87,3.02
iC5iso-Pentane(vol%),1.28,1.31,1.33,1.86
nC5n-Pentane(vol%),1.65,1.64,1.66,2.16
C6Hexanes(vol%),6.07,5.93,5.96,7.19
C7Heptanes(vol%),7.95,7.63,7.64,8.77
C8Octanes(vol%),7.7,7.47,7.32,7.74
C9Nonanes(vol%),6.01,5.64,5.45,5.46
C10Decanes(vol%),3.15,3.21,3.01,2.75
