property,most_recent,six_month,one_year,five_year
C3-(vol%),0.02,0.03,0.04,0.05
iC4iso-Butane(vol%),0.15,0.16,0.16,0.15
nC4n-Butane(vol%),0.68,0.7,0.72,0.67
iC5iso-Pentane(vol%),0.4,0.42,0.45,0.44
nC5n-Pentane(vol%),0.71,0.73,0.76,0.72
C6Hexanes(vol%),1.6,1.62,1.72,1.64
C7Heptanes(vol%),1.63,1.58,1.68,1.59
C8Octanes(vol%),2.3,2.23,2.32,2.14
C9Nonanes(vol%),2.19,2.46,2.4,2.31
C10Decanes(vol%),1.31,1.63,1.55,1.5
