property,most_recent,six_month,one_year,five_year
C3-(vol%),0.09,0.03,0.03,0.02
iC4iso-Butane(vol%),0.23,0.18,0.18,0.14
nC4n-Butane(vol%),0.86,0.75,0.72,0.61
iC5iso-Pentane(vol%),0.75,0.64,0.57,0.61
nC5n-Pentane(vol%),1.03,0.92,0.84,0.86
C6Hexanes(vol%),1.98,1.87,1.77,1.86
C7Heptanes(vol%),1.8,1.73,1.62,1.77
C8Octanes(vol%),2.1,2.16,2.01,2.3
C9Nonanes(vol%),1.82,2.1,1.98,2.25
C10Decanes(vol%),0.98,1.35,1.26,1.29
