property,most_recent,six_month,one_year,five_year
C3-(vol%),0.1,0.09,0.09,0.08
iC4iso-Butane(vol%),0.25,0.21,0.23,0.25
nC4n-Butane(vol%),0.73,0.63,0.72,0.71
iC5iso-Pentane(vol%),2.59,2.39,2.65,2.84
nC5n-Pentane(vol%),2.45,2.3,2.54,2.94
C6Hexanes(vol%),3.26,3.05,3.33,3.48
C7Heptanes(vol%),2.24,2.02,2.21,2.15
C8Octanes(vol%),1.99,1.82,1.96,1.79
C9Nonanes(vol%),1.61,1.68,1.71,1.58
C10Decanes(vol%),0.8,0.78,0.81,0.75
