property,most_recent,six_month,one_year,five_year
C3-(vol%),0.13,0.13,0.13,0.13
iC4iso-Butane(vol%),2.09,1.93,1.94,1.62
nC4n-Butane(vol%),3.69,3.84,3.55,3.8
iC5iso-Pentane(vol%),1.19,1.28,1.53,1.89
nC5n-Pentane(vol%),1.35,1.43,1.7,2.14
C6Hexanes(vol%),5.4,5.34,5.7,6.64
C7Heptanes(vol%),6.19,5.98,6.16,7.02
C8Octanes(vol%),8.61,8.15,8.0,8.81
C9Nonanes(vol%),7.86,7.43,7.12,7.57
C10Decanes(vol%),3.41,3.48,3.28,3.41
