property,most_recent,six_month,one_year,five_year
C3-(vol%),0.14,0.1,0.12,0.1
iC4iso-Butane(vol%),0.83,0.77,0.91,0.87
nC4n-Butane(vol%),1.49,1.63,1.74,1.83
iC5iso-Pentane(vol%),2.49,2.37,2.28,1.82
nC5n-Pentane(vol%),2.73,2.58,2.47,1.94
C6Hexanes(vol%),3.96,3.86,3.81,3.32
C7Heptanes(vol%),2.98,2.87,2.9,2.69
C8Octanes(vol%),2.79,2.83,2.88,2.83
C9Nonanes(vol%),2.11,2.49,2.46,2.45
C10Decanes(vol%),1.12,1.35,1.3,1.28
