property,most_recent,six_month,one_year,five_year
C3-(vol%),0.02,0.02,0.02,0.02
iC4iso-Butane(vol%),0.18,0.19,0.18,0.2
nC4n-Butane(vol%),1.27,1.07,1.12,1.1
iC5iso-Pentane(vol%),2.09,2.67,2.2,2.75
nC5n-Pentane(vol%),3.06,3.53,3.04,3.44
C6Hexanes(vol%),5.32,5.18,4.83,4.99
C7Heptanes(vol%),4.36,3.75,3.82,3.67
C8Octanes(vol%),5.21,4.0,4.3,3.75
C9Nonanes(vol%),3.88,2.9,3.12,2.65
C10Decanes(vol%),2.0,1.55,1.63,1.38
