property,most_recent,six_month,one_year,five_year
C3-(vol%),0.09,0.07,0.08,0.08
iC4iso-Butane(vol%),0.62,0.51,0.57,0.62
nC4n-Butane(vol%),1.53,1.32,1.44,1.6
iC5iso-Pentane(vol%),2.84,2.71,2.6,2.29
nC5n-Pentane(vol%),3.16,3.0,2.89,2.52
C6Hexanes(vol%),4.72,4.38,4.47,3.86
C7Heptanes(vol%),3.37,3.0,3.24,2.95
C8Octanes(vol%),2.69,2.43,2.76,2.39
C9Nonanes(vol%),1.81,1.7,1.91,1.7
C10Decanes(vol%),0.86,0.85,0.96,0.92
