property,most_recent,six_month,one_year,five_year
C3-(vol%),0.16,0.11,0.12,0.12
iC4iso-Butane(vol%),1.05,0.74,0.92,0.72
nC4n-Butane(vol%),1.83,1.6,1.78,1.59
iC5iso-Pentane(vol%),2.45,2.72,2.58,2.6
nC5n-Pentane(vol%),2.66,2.97,2.79,2.81
C6Hexanes(vol%),4.0,4.07,4.03,4.11
C7Heptanes(vol%),3.22,2.83,2.99,2.93
C8Octanes(vol%),2.68,2.25,2.43,2.41
C9Nonanes(vol%),1.84,1.56,1.64,1.68
C10Decanes(vol%),0.91,0.81,0.83,0.83
