property,most_recent,six_month,one_year,five_year
C3-(vol%),0.02,0.02,0.04,0.04
iC4iso-Butane(vol%),0.13,0.13,0.17,0.22
nC4n-Butane(vol%),0.73,0.73,0.76,0.84
iC5iso-Pentane(vol%),1.17,1.17,1.34,1.38
nC5n-Pentane(vol%),1.55,1.55,1.68,1.6
C6Hexanes(vol%),2.07,2.07,2.43,2.64
C7Heptanes(vol%),1.93,1.93,2.14,2.34
C8Octanes(vol%),1.44,1.44,1.45,1.99
C9Nonanes(vol%),1.00,1.00,1.04,1.53
C10Decanes(vol%),---,---,---,0.95
