property,most_recent,six_month,one_year,five_year
C3-(vol%),0.21,0.27,0.27,0.39
iC4iso-Butane(vol%),0.6,0.64,0.65,0.74
nC4n-Butane(vol%),2.58,2.74,2.77,3.02
iC5iso-Pentane(vol%),6.24,5.17,4.97,4.63
nC5n-Pentane(vol%),7.56,6.38,6.22,5.89
C6Hexanes(vol%),10.22,9.63,9.59,9.4
C7Heptanes(vol%),11.36,11.1,11.11,11.16
C8Octanes(vol%),12.56,12.72,12.73,13.02
C9Nonanes(vol%),8.03,8.54,8.55,8.73
C10Decanes(vol%),6.2,7.19,7.19,7.26
