property,most_recent,six_month,one_year,five_year
C3-(vol%),0.55,0.52,0.54,0.56
iC4iso-Butane(vol%),0.67,1.06,1.11,1.16
nC4n-Butane(vol%),2.2,2.83,2.88,2.95
iC5iso-Pentane(vol%),1.74,1.86,1.75,1.69
nC5n-Pentane(vol%),2.5,2.59,2.48,2.4
C6Hexanes(vol%),7.1,7.15,6.89,6.71
C7Heptanes(vol%),8.12,8.12,7.76,7.61
C8Octanes(vol%),8.43,8.37,8.0,7.85
C9Nonanes(vol%),6.39,6.37,6.14,6.3
C10Decanes(vol%),3.53,3.51,3.27,3.37
