property,most_recent,six_month,one_year,five_year
C3-(vol%),0.04,0.04,0.04,0.04
iC4iso-Butane(vol%),0.26,0.26,0.26,0.2
nC4n-Butane(vol%),0.95,0.95,0.95,0.76
iC5iso-Pentane(vol%),2.63,2.63,2.63,1.92
nC5n-Pentane(vol%),3.06,3.06,3.06,2.21
C6Hexanes(vol%),3.95,3.95,3.95,3.1
C7Heptanes(vol%),2.56,2.56,2.56,2.24
C8Octanes(vol%),2.18,2.18,2.18,2.13
C9Nonanes(vol%),2.0,2.0,2.0,2.01
C10Decanes(vol%),1.34,1.34,1.34,1.31
