property,most_recent,six_month,one_year,five_year
C3-(vol%),0.09,0.07,0.09,0.08
iC4iso-Butane(vol%),0.59,0.52,0.57,0.55
nC4n-Butane(vol%),1.44,1.31,1.45,1.41
iC5iso-Pentane(vol%),2.78,2.46,2.58,2.69
nC5n-Pentane(vol%),3.07,2.72,2.85,3.04
C6Hexanes(vol%),4.38,3.94,4.32,4.33
C7Heptanes(vol%),3.12,2.75,3.07,3.13
C8Octanes(vol%),2.34,2.24,2.56,2.23
C9Nonanes(vol%),1.52,1.58,1.75,1.48
C10Decanes(vol%),0.72,0.79,0.88,0.82
