property,most_recent,six_month,one_year,five_year
C3-(vol%),0.41,0.36,0.34,0.29
iC4iso-Butane(vol%),0.84,0.73,0.67,0.65
nC4n-Butane(vol%),3.66,3.11,2.9,3.06
iC5iso-Pentane(vol%),13.01,10.96,10.13,10.22
nC5n-Pentane(vol%),13.21,11.43,10.5,10.23
C6Hexanes(vol%),13.89,12.85,12.03,12.72
C7Heptanes(vol%),13.76,13.52,13.12,13.02
C8Octanes(vol%),14.67,14.23,13.49,12.15
C9Nonanes(vol%),8.46,8.38,8.08,7.1
C10Decanes(vol%),4.83,5.62,5.48,5.34
