property,most_recent,six_month,one_year,five_year
C3-(vol%),0.04,0.08,0.07,0.09
iC4iso-Butane(vol%),0.29,0.36,0.34,0.26
nC4n-Butane(vol%),1.14,1.19,0.98,0.9
iC5iso-Pentane(vol%),5.91,5.15,5.02,4.55
nC5n-Pentane(vol%),6.28,5.52,5.3,4.77
C6Hexanes(vol%),7.04,6.25,6.19,5.91
C7Heptanes(vol%),3.63,3.38,3.51,3.63
C8Octanes(vol%),2.27,1.99,2.25,2.39
C9Nonanes(vol%),1.8,1.12,1.23,1.31
C10Decanes(vol%),1.07,0.58,0.63,0.66
