property,most_recent,six_month,one_year,five_year
C3-(vol%),0.07,0.06,0.07,0.07
iC4iso-Butane(vol%),0.37,0.38,0.42,0.29
nC4n-Butane(vol%),1.14,1.1,1.09,0.94
iC5iso-Pentane(vol%),3.51,3.81,3.8,3.86
nC5n-Pentane(vol%),3.93,4.19,4.16,4.18
C6Hexanes(vol%),5.18,5.1,5.26,5.21
C7Heptanes(vol%),3.53,3.1,3.43,3.36
C8Octanes(vol%),2.62,2.12,2.42,2.35
C9Nonanes(vol%),1.38,1.21,1.43,1.3
C10Decanes(vol%),0.69,0.63,0.77,0.66
