property,most_recent,six_month,one_year,five_year
C3-(vol%),0.09,0.08,0.09,0.09
iC4iso-Butane(vol%),0.84,0.79,0.92,0.93
nC4n-Butane(vol%),1.84,1.73,1.93,1.92
iC5iso-Pentane(vol%),2.17,2.0,2.0,1.96
nC5n-Pentane(vol%),2.47,2.24,2.24,2.19
C6Hexanes(vol%),4.03,3.42,3.67,3.65
C7Heptanes(vol%),3.48,2.71,3.11,2.99
C8Octanes(vol%),2.87,2.26,2.65,2.45
C9Nonanes(vol%),1.87,1.53,1.8,1.71
C10Decanes(vol%),1.05,0.93,1.0,0.91
