property,most_recent,six_month,one_year,five_year
C3-(vol%),0.31,0.27,0.27,0.27
iC4iso-Butane(vol%),0.6,0.68,0.64,0.64
nC4n-Butane(vol%),2.43,2.64,2.49,2.49
iC5iso-Pentane(vol%),8.86,6.11,5.98,5.98
nC5n-Pentane(vol%),8.32,6.62,6.37,6.37
C6Hexanes(vol%),11.68,10.48,10.61,10.61
C7Heptanes(vol%),15.46,13.64,14.4,14.4
C8Octanes(vol%),18.21,16.13,17.18,17.18
C9Nonanes(vol%),9.24,9.37,9.65,9.65
C10Decanes(vol%),5.94,7.19,7.07,7.07
